"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Marketing_Airline_Network","Operated_or_Branded_Code_Share_Partners","DOT_ID_Marketing_Airline","IATA_Code_Marketing_Airline","Flight_Number_Marketing_Airline","Originally_Scheduled_Code_Share_Airline","DOT_ID_Originally_Scheduled_Code_Share_Airline","IATA_Code_Originally_Scheduled_Code_Share_Airline","Flight_Num_Originally_Scheduled_Code_Share_Airline","Operating_Airline","DOT_ID_Operating_Airline","IATA_Code_Operating_Airline","Tail_Number","Flight_Number_Operating_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum","Duplicate",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2277","",,"","","DL",19790,"DL","N115DU","2277",14908,1490803,32575,"SNA","Santa Ana, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1856","1850",-6.00,0.00,0.00,-1,"1800-1859",21.00,"1911","2136",20.00,"2153","2156",3.00,3.00,0.00,0,"2100-2159",0.00,"",0.00,177.00,186.00,145.00,1.00,978.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2278","",,"","","DL",19790,"DL","N897DN","2278",13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1345","1349",4.00,4.00,0.00,0,"1300-1359",10.00,"1359","1627",4.00,"1637","1631",-6.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,112.00,102.00,88.00,1.00,692.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2279","",,"","","DL",19790,"DL","N375DN","2279",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,"0928","0926",-2.00,0.00,0.00,-1,"0900-0959",12.00,"0938","1112",17.00,"1121","1129",8.00,8.00,0.00,0,"1100-1159",0.00,"",0.00,113.00,123.00,94.00,1.00,594.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2279","",,"","","DL",19790,"DL","N375DN","2279",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1231","1233",2.00,2.00,0.00,0,"1200-1259",13.00,"1246","1406",9.00,"1430","1415",-15.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,119.00,102.00,80.00,1.00,594.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2280","",,"","","DL",19790,"DL","N349NB","2280",10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1133","1128",-5.00,0.00,0.00,-1,"1100-1159",14.00,"1142","1509",9.00,"1520","1518",-2.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,167.00,170.00,147.00,1.00,1149.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2281","",,"","","DL",19790,"DL","N130DU","2281",11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"0810","0811",1.00,1.00,0.00,0,"0800-0859",58.00,"0909","1022",4.00,"1003","1026",23.00,23.00,1.00,1,"1000-1059",0.00,"",0.00,113.00,135.00,73.00,1.00,391.00,2,0.00,0.00,23.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2282","",,"","","DL",19790,"DL","N912DU","2282",14771,1477104,32457,"SFO","San Francisco, CA","CA","06","California",91,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0542","0536",-6.00,0.00,0.00,-1,"0001-0559",13.00,"0549","1308",8.00,"1315","1316",1.00,1.00,0.00,0,"1300-1359",0.00,"",0.00,273.00,280.00,259.00,1.00,2079.00,9,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2283","",,"","","DL",19790,"DL","N3758Y","2283",12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,14027,1402702,34027,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"0715","0708",-7.00,0.00,0.00,-1,"0700-0759",15.00,"0723","0958",4.00,"1017","1002",-15.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,182.00,174.00,155.00,1.00,1035.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2284","",,"","","DL",19790,"DL","N3751B","2284",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"0800","0757",-3.00,0.00,0.00,-1,"0800-0859",16.00,"0813","1023",8.00,"1035","1031",-4.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,155.00,154.00,130.00,1.00,932.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2286","",,"","","DL",19790,"DL","N925AT","2286",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,13342,1334207,33342,"MKE","Milwaukee, WI","WI","55","Wisconsin",45,"1240","1259",19.00,19.00,1.00,1,"1200-1259",14.00,"1313","1303",4.00,"1254","1307",13.00,13.00,0.00,0,"1200-1259",0.00,"",0.00,74.00,68.00,50.00,1.00,237.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2287","",,"","","DL",19790,"DL","N665DN","2287",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,"1958","2040",42.00,42.00,1.00,2,"1900-1959",14.00,"2054","2154",4.00,"2125","2158",33.00,33.00,1.00,2,"2100-2159",0.00,"",0.00,87.00,78.00,60.00,1.00,406.00,2,33.00,0.00,0.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2288","",,"","","DL",19790,"DL","N685DA","2288",15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0645","",,,,,"0600-0659",,"","",,"0819","",,,,,"0800-0859",1.00,"A",0.00,94.00,,,1.00,406.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2289","",,"","","DL",19790,"DL","N322NB","2289",11278,1127805,30852,"DCA","Washington, DC","VA","51","Virginia",38,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1220","1213",-7.00,0.00,0.00,-1,"1200-1259",9.00,"1222","1338",2.00,"1408","1340",-28.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,168.00,147.00,136.00,1.00,931.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2289","",,"","","DL",19790,"DL","N322NB","2289",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11278,1127805,30852,"DCA","Washington, DC","VA","51","Virginia",38,"0737","0732",-5.00,0.00,0.00,-1,"0700-0759",25.00,"0757","1100",1.00,"1120","1101",-19.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,163.00,149.00,123.00,1.00,931.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2290","",,"","","DL",19790,"DL","N353NW","2290",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12339,1233904,32337,"IND","Indianapolis, IN","IN","18","Indiana",42,"1000","1006",6.00,6.00,0.00,0,"1000-1059",17.00,"1023","1126",5.00,"1132","1131",-1.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,92.00,85.00,63.00,1.00,432.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2290","",,"","","DL",19790,"DL","N353NW","2290",12339,1233904,32337,"IND","Indianapolis, IN","IN","18","Indiana",42,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1240","1233",-7.00,0.00,0.00,-1,"1200-1259",13.00,"1246","1355",5.00,"1410","1400",-10.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,90.00,87.00,69.00,1.00,432.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2291","",,"","","DL",19790,"DL","N318NB","2291",11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1240","1239",-1.00,0.00,0.00,-1,"1200-1259",14.00,"1253","1406",6.00,"1425","1412",-13.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,165.00,153.00,133.00,1.00,930.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2291","",,"","","DL",19790,"DL","N318NB","2291",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,"0803","0803",0.00,0.00,0.00,0,"0800-0859",30.00,"0833","1132",10.00,"1140","1142",2.00,2.00,0.00,0,"1100-1159",0.00,"",0.00,157.00,159.00,119.00,1.00,930.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2292","",,"","","DL",19790,"DL","N119DU","2292",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14908,1490803,32575,"SNA","Santa Ana, CA","CA","06","California",91,"1920","1919",-1.00,0.00,0.00,-1,"1900-1959",16.00,"1935","2150",6.00,"2202","2156",-6.00,0.00,0.00,-1,"2200-2259",0.00,"",0.00,162.00,157.00,135.00,1.00,978.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2294","",,"","","DL",19790,"DL","N376DN","2294",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13931,1393102,33667,"ORF","Norfolk, VA","VA","51","Virginia",38,"1000","1003",3.00,3.00,0.00,0,"1000-1059",23.00,"1026","1131",3.00,"1132","1134",2.00,2.00,0.00,0,"1100-1159",0.00,"",0.00,92.00,91.00,65.00,1.00,516.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2294","",,"","","DL",19790,"DL","N376DN","2294",13931,1393102,33667,"ORF","Norfolk, VA","VA","51","Virginia",38,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1242","1234",-8.00,0.00,0.00,-1,"1200-1259",15.00,"1249","1419",5.00,"1435","1424",-11.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,113.00,110.00,90.00,1.00,516.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2295","",,"","","DL",19790,"DL","N358NW","2295",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13871,1387102,33316,"OMA","Omaha, NE","NE","31","Nebraska",65,"1959","2027",28.00,28.00,1.00,1,"1900-1959",10.00,"2037","2144",6.00,"2128","2150",22.00,22.00,1.00,1,"2100-2159",0.00,"",0.00,149.00,143.00,127.00,1.00,821.00,4,22.00,0.00,0.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2296","",,"","","DL",19790,"DL","N986AT","2296",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"2055","2051",-4.00,0.00,0.00,-1,"2000-2059",16.00,"2107","2052",7.00,"2128","2059",-29.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,93.00,68.00,45.00,1.00,235.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2297","",,"","","DL",19790,"DL","N925AT","2297",13342,1334207,33342,"MKE","Milwaukee, WI","WI","55","Wisconsin",45,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1349","1345",-4.00,0.00,0.00,-1,"1300-1359",24.00,"1409","1550",7.00,"1555","1557",2.00,2.00,0.00,0,"1500-1559",0.00,"",0.00,66.00,72.00,41.00,1.00,237.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2298","",,"","","DL",19790,"DL","N376DA","2298",10299,1029906,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"0030","0031",1.00,1.00,0.00,0,"0001-0559",27.00,"0058","0649",5.00,"0725","0654",-31.00,0.00,0.00,-2,"0700-0759",0.00,"",0.00,295.00,263.00,231.00,1.00,2125.00,9,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2301","",,"","","DL",19790,"DL","N378DN","2301",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,"1347","1403",16.00,16.00,1.00,1,"1300-1359",13.00,"1416","1545",7.00,"1537","1552",15.00,15.00,1.00,1,"1500-1559",0.00,"",0.00,110.00,109.00,89.00,1.00,594.00,3,0.00,0.00,0.00,0.00,15.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2301","",,"","","DL",19790,"DL","N378DN","2301",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1647","1702",15.00,15.00,1.00,1,"1600-1659",19.00,"1721","1845",10.00,"1844","1855",11.00,11.00,0.00,0,"1800-1859",0.00,"",0.00,117.00,113.00,84.00,1.00,594.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2302","",,"","","DL",19790,"DL","N672DL","2302",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13495,1349505,33495,"MSY","New Orleans, LA","LA","22","Louisiana",72,"1750","1748",-2.00,0.00,0.00,-1,"1700-1759",12.00,"1800","1816",4.00,"1826","1820",-6.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,96.00,92.00,76.00,1.00,425.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2303","",,"","","DL",19790,"DL","N305DU","2303",12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,"2059","",,,,,"2000-2059",,"","",,"2243","",,,,,"2200-2259",1.00,"B",0.00,164.00,,,1.00,764.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2304","",,"","","DL",19790,"DL","N964AT","2304",13577,1357702,31135,"MYR","Myrtle Beach, SC","SC","45","South Carolina",37,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0600","0552",-8.00,0.00,0.00,-1,"0600-0659",16.00,"0608","0703",5.00,"0725","0708",-17.00,0.00,0.00,-2,"0700-0759",0.00,"",0.00,85.00,76.00,55.00,1.00,317.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2305","",,"","","DL",19790,"DL","N118DU","2305",11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"0155","0155",0.00,0.00,0.00,0,"0001-0559",11.00,"0206","0606",5.00,"0639","0611",-28.00,0.00,0.00,-2,"0600-0659",0.00,"",0.00,224.00,196.00,180.00,1.00,1533.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2306","",,"","","DL",19790,"DL","N105DU","2306",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0552","0552",0.00,0.00,0.00,0,"0001-0559",12.00,"0604","0911",12.00,"0930","0923",-7.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,158.00,151.00,127.00,1.00,1075.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2307","",,"","","DL",19790,"DL","N307DX","2307",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1119","1133",14.00,14.00,0.00,0,"1100-1159",24.00,"1157","1413",7.00,"1419","1420",1.00,1.00,0.00,0,"1400-1459",0.00,"",0.00,180.00,167.00,136.00,1.00,1096.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2308","",,"","","DL",19790,"DL","N330NB","2308",14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,"1940","2135",115.00,115.00,1.00,7,"1900-1959",16.00,"2151","2312",8.00,"2131","2320",109.00,109.00,1.00,7,"2100-2159",0.00,"",0.00,111.00,105.00,81.00,1.00,534.00,3,109.00,0.00,0.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2309","",,"","","DL",19790,"DL","N892DN","2309",12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1533","1526",-7.00,0.00,0.00,-1,"1500-1559",15.00,"1541","2200",7.00,"2220","2207",-13.00,0.00,0.00,-1,"2200-2259",0.00,"",0.00,227.00,221.00,199.00,1.00,1749.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2310","",,"","","DL",19790,"DL","N966AT","2310",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,10408,1040805,30408,"ATW","Appleton, WI","WI","55","Wisconsin",45,"1745","1733",-12.00,0.00,0.00,-1,"1700-1759",11.00,"1744","1834",4.00,"1900","1838",-22.00,0.00,0.00,-2,"1900-1959",0.00,"",0.00,135.00,125.00,110.00,1.00,765.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2311","",,"","","DL",19790,"DL","N378NW","2311",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,14893,1489302,33192,"SMF","Sacramento, CA","CA","06","California",91,"2259","2253",-6.00,0.00,0.00,-1,"2200-2259",30.00,"2323","2342",3.00,"2351","2345",-6.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,112.00,112.00,79.00,1.00,532.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2312","",,"","","DL",19790,"DL","N333NW","2312",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,10821,1082106,30852,"BWI","Baltimore, MD","MD","24","Maryland",35,"0859","0853",-6.00,0.00,0.00,-1,"0800-0859",40.00,"0933","1039",9.00,"1034","1048",14.00,14.00,0.00,0,"1000-1059",0.00,"",0.00,95.00,115.00,66.00,1.00,409.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2313","",,"","","DL",19790,"DL","N993AT","2313",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,"1955","2215",140.00,140.00,1.00,9,"1900-1959",11.00,"2226","0115",4.00,"2335","0119",104.00,104.00,1.00,6,"2300-2359",0.00,"",0.00,160.00,124.00,109.00,1.00,930.00,4,0.00,104.00,0.00,0.00,0.00,"2010",57.00,47.00,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2314","",,"","","DL",19790,"DL","N991AT","2314",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15919,1591904,31834,"XNA","Fayetteville, AR","AR","05","Arkansas",71,"1700","1656",-4.00,0.00,0.00,-1,"1700-1759",12.00,"1708","1753",5.00,"1754","1758",4.00,4.00,0.00,0,"1700-1759",0.00,"",0.00,114.00,122.00,105.00,1.00,589.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2314","",,"","","DL",19790,"DL","N991AT","2314",15919,1591904,31834,"XNA","Fayetteville, AR","AR","05","Arkansas",71,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1850","1847",-3.00,0.00,0.00,-1,"1800-1859",11.00,"1858","2124",9.00,"2140","2133",-7.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,110.00,106.00,86.00,1.00,589.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2315","",,"","","DL",19790,"DL","N919AT","2315",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,10980,1098002,30980,"CHA","Chattanooga, TN","TN","47","Tennessee",54,"1925","1947",22.00,22.00,1.00,1,"1900-1959",11.00,"1958","2022",2.00,"2016","2024",8.00,8.00,0.00,0,"2000-2059",0.00,"",0.00,51.00,37.00,24.00,1.00,106.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
